CAPA ID;Title;Due Date;Deadline for effectiveness check;Assigned To;Pending Steps;Completed On;Category of Corrective Action;Priority;Action taken;Expected results of Action;Action plan;Description;Proposed responsible
222;"Update SOP0083 regarding loading of sample, type and volume.";31/08/2024;17/06/2026;Øyvind Røe;"CAPA Effectiveness Evaluation";;Documentation (SOP etc.);Normal;Action performed;"The next three BRA-4F1 products produced have no errors regarding sample volumes and types.";"Customer TFS has an issue regarding too high levels of BSA in products, IgM antibodies purified using captocore 700 resin, SOP0083. SOP should be updated to adress the issue: -Second purification shall NOT be performed. -Volume of sample loaded must be reduced. What exact volume to use in new edition is not concluded yet, qualified guess is 70-100mL.";;
221;"Implement a bigger and newer pad to use in clean room";01/05/2024;18/08/2024;Joakim Sørgård;;14/08/2024 10:07 AM;Equipment / premises;Normal;Action performed;"Less than three mistakes in medium register within the three first months after implementing the equipment.";"Implement a bigger and newer pad to use in clean room:We have received a new Lenovo P12 pad that comes with a pen. This is a newer and bigger model than the current pad we have in the clean room. This should be easier to use and lead to fewer errors when writing things on the pad.";"No mistakes registered connected to the medium registry since implementation of new equipment.";
220;"Clearly define the responsibilities of the operators in charge of the Sirius system";30/08/2024;12/05/2025;Gudrun Richstad;"CAPA Effectiveness check - QA Approval";;System /process;Normal;Action performed;"in 6 months after this CAPA has been executed, 95% of sirius tasks have been maintained within its time regime. ";"This CAPA will be raised to more clearly define the responsibilities of the operators in charge of the Sirius system. Including but not limited to daily monitoring and actions, trend review and Calibration of sensors.";"All relevant tasks were completed in time. The ones that have not been completed are not in use.";
219;"Update Maximizer procedure with increase transfer volume per bioreactor";30/09/2024;28/02/2026;Nina Granum;;20/02/2026 03:35 PM;System /process;Normal;Action performed;"As the amount of cell buildup is both cell line and production dependent, this CAPA is considered an improvement to the current procedure and an effectiveness evaluation criteria is not applicable. CAPA206 has been raised to improve the system for documenting antibody experience, including information on cell growth and issues during production. ";"Update Maximiser procedure according to operations Manual for AcuSyst Maximizer to gradually increase transfer volume to the EC chamber  to 140 mL for productions with two BRX, unless metabolic activity is low. This to potentially prevent or reduce the level of cell debris buildup within the EC chamber. ";;
217;"Update QC ELISA procedure for HE1/4b/3";31/07/2024;;Joakim Sørgård;;10/03/2025 10:29 AM;System /process;Normal;Action performed;"NA";"Update QC ELISA procedure for HE1/4b/3 by making a separate QC ELISA-SOP with corresponding worksheet that better represents the performed analysis and its aim.";;
216;"Define action that should be done when limit values are exceeded during calibration of a scale. Update relevant balance procedures.";21/12/2024;;Gudrun Richstad;;24/02/2025 12:37 PM;Equipment / premises;Normal;Action performed;"NA";"During recertification audit, the following observation was given: When calibrating scales, limit values of 1 SD and 2 SD have been set, but it is unclear what action should be taken at the limit values.   Action plan: Define action that should be done when limit values are exceeded during calibration of a scale. Update relevant balance procedures.    ";;
215;"Identify specific requirements outlined in the Transparency Act that may apply to the Curida Diatec business.";30/11/2024;;Anna Huk;;30/12/2024 03:51 PM;Other;Normal;Action performed;"NA";"Identify specific requirements outlined in the Transparency Act that may apply to the Curida Diatec business. Based on the evaluation outcome, create a plan to comply with the defined requirements. ";;
214;"Update SOP5017 to include annual check of safety data sheets";29/08/2024;05/03/2026;Suyog Basnet;"CAPA Effectiveness Evaluation";;Documentation (SOP etc.);Normal;Action performed;"One year after the action is implemented and one annual check is executed, one document binder will be inspected. The action will be considered effective if the safety data sheet in the inspected binder is corrected/valid.";"Update SOP5017 HSE to include an annual check of the safety data sheet binders in the lab to ensure that the correct, valid versions of documents are available in the production area.";;
213;"Review all safety data sheets in the lab";31/05/2024;30/05/2024;Suyog Basnet;;30/05/2024 05:23 PM;Material;Normal;Action performed;"NA";"Review all safety datasheet documentation in the lab to ensure that documents are up today.";;
212;"Replace the exhaust fan in DIA030";31/08/2024;;Jim Eero Lamppu;;11/04/2024 02:38 PM;Equipment / premises;Normal;Action performed;"NA";"Replace the exhaust fan in DIA030 before using the instrument in production. Ensure that the fan blows in the correct direction after installation and without abnormal sounds.";;
211;"FEU perform training in gowning to diagnostic site";30/06/2024;09/11/2024;Gudrun Richstad;;16/06/2025 07:15 PM;Other;Normal;Action performed;"Three months after completion of this CAPA, perform observation of gowning by FEU personnel to confirm gowning according to SOP.";"FEU must complete training in Diagnostic gowning procedures.";"on 06.05.2025 GYR observed FEU personnel (JEL) gown correctly into the analytical lab. This CAPA is considered effective and can be closed.  This CAPA was not closed in a timely manner, however this has no impact as JEL demonstrated correct gowning.";
210;"Update Quality Manual with detailed description of organisation context.";31/12/2024;;Anna Huk;;12/02/2025 10:37 AM;Documentation (SOP etc.);Normal;Action performed;"NA";"Update Quality Manuals with detailed organisation context.  Include an overview of the organisation's stakeholders (suppliers, partners, customers, regulatory bodies, etc.). Include internal and external factors influencing the business and how they are monitored.";;
209;"Define responsibilities for customer change notification in SOP5028";12/10/2024;14/06/2025;Anna Huk;"CAPA Effectiveness Evaluation";;Documentation (SOP etc.);Low;Action performed;"Six months after SOP5038 is updated, evaluate if customer change notifications were followed correctly.";"Define the responisbilities for customer notification in SOP5038.";;
208;"Evaluate SOP0013 version 2.0 "Cloning of cell lines" as a procedure for productivity test of PSS cell banks.";15/05/2024;;Joakim Sørgård;;08/08/2025 10:45 AM;System /process;Normal;Action performed;"NA";"Evaluate SOP0013 version 2.0 "Cloning of cell lines" with determined limits as a method for productivity test of PSS cell banks. Less than 50% of the cloning tests for cell banks pass due to failure of the test. In most of the cases the cells grow poorly in 96 well plates. The bank is usually ok according to production in CL1000 and ELISA titer of the MCB bank. The expected result is to establish better, more representative method for the process.";;
207;"Include "Backup" as an option in DOC0001_0003.1";30/06/2024;;Gro Stokke;;15/07/2024 06:14 PM;Documentation (SOP etc.);Low;Action performed;"NA";"Update DOC0001_0003.1 to include "Backup" as an option under section "Description" (See Figure 1). This will have to be included as backup cell banks are used frequently in production.   Figure 1: Description section of DOC0001_0003.1  ";;
206;"Improve the system for product information based on experience";28/11/2024;30/04/2026;Gudrun Richstad;"CAPA Effectiveness Evaluation";;System /process;Normal;Action performed;"An effectiveness check will be performed 6 months after the completion of all CAPA actions. The CAPA will be considered effective if the system shows clear adoption by the production team.  A review of the BizzMine "Clone Experience" module will confirm that relevant personnel involved with the expansion and thawing of cells are actively using the new system to log observations. This is considered effective if there are multiple, relevant entries from the 6-month period over several batches. This should include 1-2 entries per batch, for at least 3 batches over the period. The type of information that can be logged is, but is not limited to: reduced growth poor viability throughout expansion stark improvement after some alteration  noticeably worse or better productivity related to some incident (e.g. addition of extra serum supplement, centrifugal treatments, cell density splitting)";"Implement a system within Bizzmine to ensure clone/product-specific information is logged. Update control plans and/or worksheets to ensure continuous addition of information to the database.    It is expected that with this improvement information is easily available and operator-friendly for adding to the Product Specification and for troubleshooting.";;
200;"Move the control forms for equipment in AS room into AS room";02/04/2024;11/04/2024;Suyog Basnet;;11/04/2024 02:43 PM;System /process;Normal;Action performed;"The operators working in AS room can decide if the move is more practical and convinient. ";"For all the instruments, relevant control forms are stored in folder in the lab where the instrument is present. However, the control form for instruments in ASM room (ASM, minibar, LAF bench, etc) are stored in either analysis lab or in the cabinet in the office. It would be easier for operators to follow the control forms and minimize the chances of not noticing the documents. Therefore, move the control forms for equipment in AS room into AS room.";"NA";
199;"Refer to DOC4045.3 for documentation of refrigerator cleaning during starting and ending of production in ASM SOP";31/05/2024;01/03/2026;Gudrun Richstad;"CAPA Effectiveness Evaluation";;Documentation (SOP etc.);Normal;Action performed;"Check that the cleaning is performed and registered correctly for the first ASM batches started after the SOP/worksheet update. ";"Refer to Doc4045.3 in ASM SOP for registering cleaning of refrigerator during starting and ending of AcuSyst production runs. In addition, worksheet for starting and ending ASM should have a field to choose yes or no for if cleaning is performed and registered in Doc4045.3.";;
198;"Transfer Enivromental monitoring worksheet (DOC1076.4) into to a new template";31/03/2024;05/03/2024;Anna Huk;;05/03/2024 03:11 PM;Documentation (SOP etc.);High;Action performed;"The document was approved and released with the correct information: title, version number, version date, document number, and prefix. ";"Transfer DOC1076.4 into DOc template with correct bookmarks included in document header. ";"Relased document was in correct tillte and all information in header were displayed correclty.";
197;"Retraining of operators JSS and YNE in procedure for freezing cells.";06/07/2024;08/03/2025;Gro Stokke;;24/02/2025 12:46 PM;Personnel;Low;Action performed;"YNE will correctly and independently perform two freezings without deviation from procedure or product specification.JSS will correctly and independently perform two freezings without deviation from procedure or product specification. SME will review documents to evaluate effectiveness.";"YNE and JSS shall receive additional training in procedure for freezing cells. Both trainer and trainee shall be confident that operator can perform the process without deviation.   Training will include: - Theoretical walkthrough of procedure (Ref: SOP0002 Version 2.0) and corresponding worksheet (Ref: DOC0002.1). - Practical demonstration of label making.";"CAPA was executed on 19.03.2024. Both YNE and JSS have correctly and independently performed two freezings without deviation from procedure or product specification after this date.   JSS have performed the following two freezing of cells without deviations. Freeze076 on 24.04.2024. Clone ND-5G4. PSS Freeze079 on 03.06.2024. Clone ND-5G4. Backup The worksheets for both these freezing are found in Bizzmine under clone 5350, project no 2024-28, and batch no PSS1.   YNE have performed the following two freezing of cells without deviations. Freeze082 on 10.06.2024. Clone Law 268:29. MCB1 Freeze085 on 30.10.2024. Clone MY-11. PSS2 The worksheet for Freeze082 is found in Bizzmine under clone 10150, project no 2024-29, and batch no PSS1 MCB1. The worksheet for Freeze085 is scanned and added as attachment.";
196;"Raise a supplier complaint due to black particles discovered within the CL1000 flasks";30/08/2024;;Johanna Lindskog Frydendal;;26/05/2025 11:07 AM;Material;Normal;Action not performed;"NA";"Raise a supplier complaint for observed particles within the CL1000 flask.";;
195;"Execute training for employees with personnel responsibilites in training management";29/02/2024;04/08/2024;Johanna Lindskog Frydendal;;14/08/2024 10:06 AM;Personnel;Normal;Action performed;"3 months after CAPA execution training records will be inspected. 80% of training will be executed on time.";"Perform training for employees with personnel responsibilities regarding their obligation on planning, execution and following up their employee training. ";"Control of completed training plan on the 13th of August 2024:   Introduction training: 100% completed. Job specific training records: 92% executed within scheduled plan.    Effectiveness check for this CAPA is evaluated to be effective.";
194;"Define Introduction Program scope for interns";29/02/2024;30/04/2024;Johanna Lindskog Frydendal;;07/05/2024 08:42 AM;System /process;High;Action performed;"Check that the introduction program was correctly executed by interns who will perform their internship at Curida Diatec in Q1-Q2 2024.";"Defined which Introduction Program modules have to be taken by a person who executes an internship at Curida Diatec. Update process via change control. Provide justification with including product quality and employee safety. ";"Introduction training program for the interns at Curida Diatec in Q1-Q2 2024, Vebjørn Brændshøi og Justina Grønbekk, is confirmed to be correctly executed within the timeline.";
193;"Evaluate performance of Eshmuno A purification material";31/08/2024;27/11/2024;Øyvind Røe;;26/11/2024 10:32 AM;Material;Normal;Action performed;"NA as this is an evaluation of the current process.";"Approximately one year after Eshmuno A purification material has been used, evaluate performance of the material compared to prosep vA and identify if there are any improvements to be made to the process based on this evaluation. Compare at least 4-6 batches of previously made material purified with prosep vA and evaluate parameters such as yield and purity.";"NA";
192;"Retrain operators on correct pipetting technique";31/05/2024;04/10/2025;Sigrid Eisner;"CAPA Effectiveness Evaluation";;System /process;Normal;Action performed;"Re-test 2 operators 6 months after completion of this CAPA and ensure that they perform pipetting according to training performed. ";"Retrain operators for correct pipetting technique (SOP4014 and SOP4048) and the importance of focus during pipetting. This can either be internal training or provided by external partie.";;
191;"Update SOP0060 and DOC0060.1 to include pump test";19/01/2025;10/03/2026;Joakim Sørgård;"CAPA Effectiveness Evaluation";;Documentation (SOP etc.);Low;Action performed;"This CAPA is deemed effective if no starting of maximizer procedures are affected by a faulty pump after flowpath has been installed within the next 12 months.";"Update SOP0060 and DOC0060.1 to include an early test of the mechanical pumps of an acusyst maximizer production unit, before flowpath has been installed.   This test should consist of running the pumps at maximum speed to see that they are all rotating smoothly. ";;
190;"Update SOP1095: “Gowning for ISO production, Fornebu facility” to include mention of one-time lab coats and clearly state that a double pair of shoe covers can be used in the analysis lab.";17/04/2024;;Sigrid Eisner;;07/03/2024 01:37 PM;Documentation (SOP etc.);Normal;;"Check if action has been performed in 3 months.";"Update SOP1095: “Gowning for ISO production, Fornebu facility” to include mention of one-time lab coats and clearly state that a double pair of shoe covers can be used in the analysis lab.  ";;
189;"CAPA: Update SOP1095: “Gowning for ISO production, Fornebu facility” to include mention of one-time lab coats and clearly state that a double pair of shoe covers can be used in the analysis lab.";17/04/2024;;Gudrun Richstad;;11/11/2024 09:39 PM;Documentation (SOP etc.);Normal;;"Check if action has been performed in 3 months.";"CAPA: Update SOP1095: “Gowning for ISO production, Fornebu facility” to include mention of one-time lab coats and clearly state that a double pair of shoe covers can be used in the analysis lab.  ";;
188;"Add training module “Gowning for Diagnostic production – analysis room and AS room gowning” as a standard training module for everyone attending the Diagnostic site.";17/04/2024;;Gudrun Richstad;;07/03/2024 01:48 PM;System /process;Normal;;"Check if actions has been performed in 3 months.";"Add training module “Gowning for Diagnostic production – analysis room and AS room gowning” as a standard training module for everyone attending the Diagnostic site.";;
187;"Print a version of SOP1095: “Gowning for ISO production, Fornebu facility” and keep it by the Diagnostic entrance.";17/04/2024;;Sigrid Eisner;;07/03/2024 01:45 PM;Other;Normal;;"Check if actions have been performed in 3 months";"- Print a version of SOP1095: “Gowning for ISO production, Fornebu facility”  - Keep it by the Diagnostic entrance.";;
186;"Review core process SOPs for production, and update SOPs if needed";31/12/2024;;Gudrun Richstad;;20/02/2026 11:25 AM;Documentation (SOP etc.);Normal;Action not performed;"6 months after completing CAPA (including updating relevant SOPs): check that no NCs have been created for not following instructions in SOP. ";"Review all production SOPs connected to core processes to check if there is a gap between what is stated in the SOP vs current production practice. An overview should be created, listing the SOPs that have been reviewed and the outcome of the review. Where needed, the relevant SOPs should be updated to align with current practice.  The dialysis process will be reviewed first by April 2024.";;
185;"Creating a process for stability study testing";16/03/2024;10/12/2025;Trine Olsen;;01/07/2025 12:35 AM;System /process;High;Action performed;"100 % of the studies will be performed according to the procedure within 9 months after the procedure is established";"Establish a process for executing a stability study at the Curida Diatec Diagnostic Production site: - create a procedure for executing stability studies for Diatec Product - create a template for protocol and report - create a job-specific training module in BzzMine - add stability testing to the Process overview list - create a tracker in BizzMine for stability study follow-up - align the document with current quality manuals and SOP   The CAPA has to be executed via change control.";"N/A";
184;"Update the definition of customer complaints in SOP5035";27/04/2024;30/04/2025;Elias Veidal;"CAPA Effectiveness Evaluation";;Documentation (SOP etc.);Normal;Action performed;"All reported issues/concerns reported by customers will be followed up according to the procedure in 6 months after CAPA is executed. In the effectiveness evaluation part, please provide an overview of what kind of concerns were revived by the BD department and how they were followed up. Provide information if they were followed up as a customer complaint or not, with justification.";"Update the definition of customer complaints in SOP5035 to establish a clear separation between this and non-conformances.";;
183;"Update SOP5037 Out of Specification procedure";16/03/2024;14/10/2025;Joakim Sørgård;;15/12/2025 08:28 AM;Documentation (SOP etc.);High;Action performed;"6 months after the procedure is updated, all 80% of OOS is followed up according to the procedure.  The effectiveness check should have reference to OOS reports and failed analytical method runs.";"Background: The OOS handling is carried out according to SOP5037. However, this SOP provides instructions for handling OOS obtained in GMP activities which are not carried out at the Diagnostic production site. What is more, currently used procedures for analytical methods are not aligned with that SOP. Action: Update SOP5037 with a routine for OOS handling to be used at the Diagnostic site   - Define what is OOS result and how to distinguish it from system suitability/system check failure/technical requirements failure (different name used in the organisation).  - Define path when the root cause of OOS is concluded or could not be concluded (define retest routine, needed retests/rerun number)  - Define how to report OOS in QMS. Use already established NC collection or create a new collection to be considered  - Define how to handle OOS results in QC testing and stability studies  - Provide training for the Production, QC and QA team  - Creating a job-specific training module in BizzMine for OOS handling  - Register OOS process in BizzMine Process collection  - Align SOP5037 with all analytical method procedures.   Due to the complexity of this CAPA, change control has to be initiated.";"NCs reported with OOS:NC390, NC346   OOS instances are now reported using the non-conformance module as described in SOP5037.";
182;"Update SOP0002 and Doc0002.1 for QC aliquot volumes.";11/07/2024;08/02/2025;Joakim Sørgård;;10/03/2025 10:30 AM;Documentation (SOP etc.);Normal;Action performed;"This CAPA is seen as effective if SOP0002 and DOC0002.1 reflect production routines regarding QC sampling within the next 6 months.";"The vials used for QC sampling does not hold 5 mL sample as is stated for QC samples in SOP0002 and DOC0002.1. The required volume to perform QC tests is less than 1 mL. This CAPA is proposed to make SOP0002 and DOC0002.1 more similar to production routines as it has commonly been sampled 3-4 mL for QC testing of cell banks. ";"SOP0002 and DOC0002.1 now reflect production routines for taking samples for QC testing.    Worksheets used in the period 17.07.2024-07.03.2025: Freeze085  Attachment 1  30.10.2024  MY-11  PSS2     THAW926  Freeze086  Attachment 2  13.11.2024  MY-11  MCB2     THAW927  Freeze087  Attachment 3  15.11.2024  WDI-1  MCB1     THAW930  Freeze088  Attachment 4  20.01.2025  1A10(F10)-1-03  PSS     THAW940  Freeze089  Attachment 5  20.01.2025  1A10(A12)-1-03  PSS     THAW941  Freeze090  Attachment 6  20.01.2025  ABS079-02  PSS     THAW939   ";
181;"Include double signature for checking label information on freezing vials in DOC0002.1.";30/04/2024;08/03/2025;Gudrun Richstad;;20/11/2025 07:00 PM;Documentation (SOP etc.);Normal;Action performed;"Less than two non-conformances registered concerning label information, for the next 5 freezings after approval of new worksheet and SOP.";"Include a section for double signature in DOC0002.1 to check that label information on freezing vials are in accordance with Product specification and SOP0002. Update SOP0002 to reflect the new changes.";"Evaluation on 17.11.2025: No non-conformances raised for missing information on cellbank labels since SOP and worksheet were updated. 38 Freeze number registered since incident in 2024. CAPA is considered to be effective.";
180;"Evaluate and improve system for follow up on maintenance and cleaning";13/12/2024;07/01/2026;Jim Eero Lamppu;;13/01/2026 07:55 AM;System /process;Normal;Action performed;"in 6 months after this CAPA has been executed, 90% of equipment has been maintained within its time regime. ";"Evaluate the current excel spreadsheet for maintenance actions, for functionality and usability.    Consider the following possibilities: - improvement of the tracker to ensure better traceability with the aim to  - moving all of the maintenance actions to the equipment module in Bizzmine  - moving maintenance tracker to teams/sharepoint   This CAPA can be closed when all possibilities have been properly evaluated, this evaluation, decisions on improvements and execution is documented in this CAPA execution.";"Maintenance overdue is reported bi-weekly. After reviewing the past bi-weekly reports, the last 6 months, only one overdue action was identified. It is confirmed that there has been adequate control of maintenance after the proposed CAPA execution. CAPA is considered successful. ";
179;"Place a blocker to prevent crude harvests from freezing in refrigerator";15/05/2024;;Joakim Sørgård;;13/03/2024 11:25 AM;Equipment / premises;Low;;"This CAPA is seen as effective if no crude harvest tubes have frozen inside refrigerator DIA245 the next 6 months. ";"Place a blocker between the refrigerator wall and the crude harvests inside DIA245. If the crude harvest flasks cannot reach the refrigerator wall, they should not freeze as long as the refrigerator holds expected temperature. ";;
178;"Create a standardized template to record the customer meeting summaries";31/05/2024;31/10/2024;Elias Veidal;;17/07/2024 04:48 PM;Documentation (SOP etc.);Normal;Action performed;"Out of the 5 next customer visits, at least 3 summary reports will be made according to SOP5003, version 5.0.";"Create standardized template including the following information: date, customer name, participants, products linked to the customer, topics discussed and follow-up actions. Cross refernce it SOP5003";"Since DOC5003.2 was established and approved on 17.05.2024. The following 5 customers has either been visited or visited Curida Diatec: - EXBIO Praha a.s (10007) - Abbott Rapid Diagnostics Jena GmbH (10066) - INDICAL BIOSCIENCE GmbH (10044) - Nutopi Sp. zo.o (10013) - Abbott Diagnostics Technologies AS (10020)   Meeting reports was written for all the visits (See attachments). However, for the meeting with Nutopi Sp. zo.o (10013), DOC5003.2 was not utilized. CAPA178 is therefore deemed effective according to the criteria sat forth.";
177;"Update the SOP5003 under section 5.3. Customer visits refering to supporting document DOC 5003.2";31/05/2024;05/10/2024;Head of Business Development;;05/11/2024 02:26 PM;Documentation (SOP etc.);Normal;Action performed;"Out of the 5 next customer visits, at least 3 summary reports will be made according to SOP5003, version 5.0.";"Update the SOP5003 under section 5.3. Customer visits to describe procedure for reporting summaries from the customer meetings, and refer to the DOC 5003.2.";"The 5 customer visits after update of SOP5003 and addition of DOC5003.1 was checked. This includes visit to Exbio, Testline, Biovendor, Exbio and Abbott. All meetings were prepared and summarized using DOC5003.1. The document for each meeting was saved in the cusotmer forlder and in the CRM system. Based on this the CAPA is eveluated to be effective. ";
176;"Update SOP4013 and Doc1046.1";21/02/2025;15/12/2025;Gudrun Richstad;;20/11/2025 07:09 PM;Documentation (SOP etc.);Normal;Action performed;"Following events not occuring for the next three analysis:   - no error related to the shealth fluid performance - no calibration error due to insufficient washing";"Improve SOP4013 and update doc1046.1 to contain flollowing checks: - "Ensure that the recipient where the FACS Flow is stored should be washed regularly" (Corrective action NC222 to ensure no residues in the sheath fluid that can alter the FSC/SSC results) - "Ensure that the tank containing the sheath fluid is washed regulary" (Corrective action NC222 to ensure no residues in the sheath fluid that can alter the FSC/SSC results) - "Ensure that the instrument was washed between each analysis" (corrective action NC217 to ensure instrument suck samples properly) - "Ensure that the Instrument was turned ON the same day" (as a precaution, not related to NC222)      ";"This effectiveness evaluation is not applicable as the instrument has been discontinude, and a newer instrument with a different supplier has been validated, ref CMID94. This instrument is used several times per week and is therefore maintained regularely, and fluids and washing are perfrormed at least weekly..";
175;"Creat WIN for 5042 to be used by QA";29/02/2024;15/12/2025;Christina Nordstrand;;12/03/2025 12:50 PM;Documentation (SOP etc.);Normal;Action performed;"The new QA personnel(s) trained in the document approval process will be interviewed, and their feedback will be documented in the effectiveness check. Email with feedback should be documented in the form of email.";"Creates working instruction for SOP5042 DOcument management to be used in document approval, including instructions on executing document approval in eQMS BizzMine. Update SOP5042 with the reference to the newly created document. Update the training module with the reference to the WIN.";"The CAPA effectiveness was evaluated based on collected feedback from users of the document. Joakim Sorgard joined the QA team in January 2025, and he received training in document approval (refer to job-specific training 573). During 3 months as QA Engineer, he revised and approved over 20 documents, including SOP, production worksheets and control forms. His feedback is given below and also included in attachment 1. Feedback " I only used this document at the beginning. It is helpful to get into document approval at first, but it contains too much information to be used consistently like a checklist akin to the batch approval checklist. Still, I think it is beneficial to keep it as a reference to what should be checked during more difficult or complex documents."   CAPA is considered effective.  ";
174;"Establish procedure for Design Control";01/03/2024;18/06/2024;Hanne Trømborg;;18/06/2024 05:07 PM;Documentation (SOP etc.);Normal;Action performed;"Effectiveness check is not considered relevant as it is difficult to set criteria since the SOP will be used during various projects. ";"The current status of  the ISO9001 certification does not include section 8.3. Design and Development of product and service.    Manufacturing Science and Technology department will likely perform product or service development at some point in the future. Other functions in the organisation may also be involved (Quality, Operation, Business Development) A Standard Operating Procedure describing the requirments and routines for design and development (Design Control) should therefore be written.   Section 8.3 in ISO 9001:2015 will be assessed  for relevance to Curida Diatec, and an appropriate SOP be prepared based on the assessment.  ";"NA";
173;"Perfo validation of SDS-PAGE method";31/12/2024;;Kawmadi Vithana;"CAPA Execution";;System /process;Low;;"NA";"The SDS-page method is not validated, reference batch is used to validate each run. The method has to be validated. ";;
172;"Update SOP1066 to avoid using product older than a year as control sample, if possible.";29/12/2023;;Kawmadi Vithana;"CAPA Execution";;Documentation (SOP etc.);High;;"If there has not been a degraded batch used as a control batch during sds-page in 12 months after this CAPA has been completed this CAPA is considered effective. ";"SOP1066 will be updated to recommend using a control sample which is from the same clone or same isotype and is no more than 12 months from the production date. If the control sample with self life lower then 12 months can not be used, using an older control sample has to be justified. ";;
171;"Implementing Cedex Bioanalyzer for in process measuring of antibody concentration";03/01/2024;08/08/2025;Joakim Sørgård;"CAPA Effectiveness check - QA Approval";;Equipment / premises;High;Action performed;"6 months after this CAPA has been executed, review all documented failed in process control concentration assays and if 90% of assays have been run without issues related to laboratory errors in sample prep, this CAPA is considered effective.";"Implement Cedex Bioanalyser for in process measurement of antibody concentration. Analysing samples in the biolanalyser is a more automatic process that requires fewer manual steps. Feasibility study performed showed better precision and accuracy when compared to current ELISA assay. Expected result of this implementation is therefore that the number of non-conformance's will be reduced, and it will lead to saving time and effort for personnel.";"The instrument has worked per expectations. Only one issue related to laboratory errors have been recorded (NC385) out of 300+ cedex runs. This CAPA is therefore considered effective.";
170;"Improve current cell line register by replacing manual writing with lists for critical datapoints";30/05/2024;12/05/2025;Joakim Sørgård;"CAPA Effectiveness check - QA Approval";;System /process;Normal;Action performed;"One customer-related cell bank storage will be randomly picked one year after the new system is established. Information in the cell registry will be confirmed with the cell bank status. The CAPA will be considered effective when all the vials in the cell bank are correctly registered in the system.  In the effectiveness evaluation, add which cell bank (cells) were checked, the registered status, and the number of vials in the cryo tank.";"Improve Curida Diatecs current cell line register by replacing manual writing with lists for critical datapoints such as clone name, customer, position, and type. Establish data security measures like user access to edit these lists. ";"The customer related cell bank from AlcoDIA, MCB1 and PSS for cell line 781 (also referred to as CL781 for some vials) were checked. A total of 32 vials were examined, all found in correct location as detailed by CellStock. This CAPA is seen as effective. ";
169;"Check all positions within our nitrogen storage and update the cell line register";31/05/2024;31/05/2025;Gudrun Richstad;"CAPA Effectiveness Evaluation";;System /process;High;Action performed;"6 months after execution of this CAPA, do a random physical check of 30 cell lines from the cell line register and confirm their correct physical location and other information present in cell line register.";"Organize and execute a check of each position in Curida diatec diagnostics nitrogen storage. Update the Cell line register with the results. Only one rack at a time to avoid thawing of cell lines, work should be performed on dry ice.  ";"2 vials registered in cellstock not physically located in the nitrogen tank (NCXX) - dec 2024";
168;"Implement double control of label of finale product";30/11/2023;20/04/2024;Gro Stokke;;13/05/2024 12:16 PM;System /process;High;Action performed;"The CAPA will be considered effective if no error on the labels is detected during QA approval of the final product and re-vialied product.  Evaluate three months after CAPA execution is approved.";"CAPA for CCR078 was not effective. After giving training for the operator in labelling of the final product, all 100% vials of the final product were inspected by QA. 2 of 19 batches had wrong information / missing information on the labels. One of the batches was vialed before training, therefore, it is not taken into consideration in that analysis. As CAPA is considered ineffective, the vialing procedure and worksheet will be updated to include double control/signature for the final product and re vialied product. ";"CAPA execution was approved by QA 29/01/2024.   All labels were checked by QA in the period 01.FEB.2024-10.MAY.2024 (16 batches checked in total). See attachment 4. Conclusion: No errors detected during the control, which makes this CAPA effective.   Note: For one of the productions (B8814) it was decided to replace some of the labels, but this was not caused by any errors, the information was correct and easily readible, but some of the text was slightly displaced during printing. As this is only an aesthetic issue and since this is considered to be a once-off occurrence, this replacement activity is not considered to impact the effectiveness check of this CAPA. ";
167;"Implement DIA202 and DIA203 via change management system";31/03/2024;10/01/2025;Suyog Basnet;;10/01/2025 01:38 PM;Equipment / premises;High;Action performed;"NA as when instruments are properly implemented, CAPA is deemed effective";"Implement DIA202 and DIA203 maximisers into Diagnostics QMS system according to SOP5043, by a change control.";"NA";
166;"Circuit capacity within the diagnostics laboratory";29/09/2024;02/10/2024;Elias Veidal;;01/10/2024 01:11 PM;Equipment / premises;Normal;Action performed;"The next two installations of electrical equipment is within their respective circuits load capacity. Starting from CAPA is finalized.";"Control that all circuits within the diagnostic laboratory can not be overloaded by the equipment present. make an overview of the circuits and remaining loading capacity. This can be used when installing new equipment.";"NA";
165;"Update SOP4032 Sirius system to handle system errors";30/08/2024;06/09/2024;Elias Veidal;;20/03/2025 01:05 PM;Documentation (SOP etc.);Normal;Action performed;"in 6 months after completion of this CAPA, review all alarms from the system and if 90% of technical alarms have been properly addressed according to SOP, this CAPA is considered effective";"Update SOP to include how to handle (acknowledge/validate) system alarms";"91,7% of technical alarms has been properly addressed according to SOP, see attached trend result. THe CAPA has been successful and can be closed. ";
164;"Create an automatic reminder in ordering software when last in stock is taken out, reference solution: UV-VIS Standard 1, cat.86124.001, VWR.";31/12/2023;13/03/2025;Johanna Lindskog Frydendal;"CAPA Effectiveness Evaluation";;Material;Normal;Action performed;"12 months after completion of this CAPA, confirm that created task is working, automatic reminder is in place works.";"Create an automatic reminder in ordering software, ERP,  when last in stock is taken out, reference solution: UV-VIS Standard 1, cat.86124.001, VWR";;
